"ID" "Student Name" "Student Email" "Branch Code" "Academic Batch" "CGPA" "Sign_In_Count"
"1618" "harvrinacda" "harvrinacda2063.csae@nighthack.in" "csae002" "2015" "6.27" "2"
"1619" "thaamma" "thaamma1005.dpimacs@nighthack.in" "dpimacs731" "2017" "7.48" "0"
"1620" "nnkaa" "nnkaa8007.bohm@nighthack.in" "bohm008" "2015" "8.72" "4"
"1621" "andiuhpambna" "andiuhpambna9031.bop@nighthack.in" "bop009" "2016" "4.55" "58"
"1622" "iimytlh" "iimytlh2010.moha@nighthack.in" "moha086" "2015" "7.22" "4"
"1623" "prepbaea" "prepbaea1007.ce@nighthack.in" "ce001" "2014" "5.11" "52"
"1624" "hseaihbk" "hseaihbk2007.csae@nighthack.in" "csae002" "2017" "5.59" "0"
"1625" "fmeadahoimrm" "fmeadahoimrm1010.ae@nighthack.in" "ae021" "2015" "8.56" "43"
"1626" "surhhti" "surhhti1044.bods@nighthack.in" "bods011" "2017" "9.35" "93"
"1627" "irnpykaa" "irnpykaa3001.pcab@nighthack.in" "pcab073" "2016" "4.66" "3"
"1628" "esasethh" "esasethh6043.pd@nighthack.in" "pd006" "2018" "7.59" "4"
"1629" "kiasih" "kiasih6006.aaf@nighthack.in" "aaf016" "2018" "9.04" "29"
"1630" "hrvaess" "hrvaess8005.amd@nighthack.in" "amd028" "2018" "4.57" "19"
"1631" "uanrtripa" "uanrtripa2312.csae@nighthack.in" "csae002" "2015" "4.81" "0"
"1632" "baahy" "baahy7002.ba@nighthack.in" "ba017" "2018" "6.5" "62"
"1633" "dhasahrn" "dhasahrn3030.eaee@nighthack.in" "eaee003" "2015" "9.98" "265"
"1634" "uaadrr.pv" "uaadrr.pv3002.pcab@nighthack.in" "pcab073" "2015" "6.9" "16"
"1635" "situt" "situt9017.csd@nighthack.in" "csd039" "2016" "7.24" "7"
"1636" "gudealknar" "gudealknar9025.fpat@nighthack.in" "fpat019" "2018" "6.66" "136"
"1637" "jmmnanaa" "jmmnanaa9005.assp@nighthack.in" "assp079" "2018" "8.72" "1"
"1638" "jryamaa" "jryamaa1001.ae@nighthack.in" "ae021" "2015" "8.38" "1"
"1639" "ranaetdep" "ranaetdep7003.vsd@nighthack.in" "vsd217" "2016" "6.52" "2"
"1640" "aarymaht" "aarymaht5302.me@nighthack.in" "me005" "2016" "8.04" "0"
"1641" "haurl" "haurl8086.bohm@nighthack.in" "bohm008" "2016" "5.16" "0"
"1642" "uuhksm" "uuhksm9002.be@nighthack.in" "be029" "2018" "4.99" "0"
"1643" "modmmaah" "modmmaah8048.bohm@nighthack.in" "bohm008" "2015" "7.8" "2"
"1644" "mahamdma" "mahamdma2015.csae@nighthack.in" "csae002" "2014" "9.12" "32"
"1645" "sevntehkaa" "sevntehkaa4006.emd@nighthack.in" "emd034" "2014" "6.58" "5"
"1646" "lvsahi" "lvsahi4133.eace@nighthack.in" "eace004" "2017" "9.22" "123"
"1647" "arntuha" "arntuha6025.moha@nighthack.in" "moha086" "2018" "6.42" "3"
"1648" "isjn" "isjn9022.fpat@nighthack.in" "fpat019" "2018" "9.62" "134"
"1649" "ainshrgo" "ainshrgo4017.eace@nighthack.in" "eace004" "2016" "9.32" "11"
"1650" "aadalvlidv" "aadalvlidv9004.oado@nighthack.in" "oado069" "2018" "7.87" "0"
"1651" "gahndgaar" "gahndgaar4016.eace@nighthack.in" "eace004" "2018" "8.5" "0"
"1652" "nayat" "nayat1046.bods@nighthack.in" "bods011" "2014" "7.86" "5"
"1653" "tkivaah" "tkivaah8003.p@nighthack.in" "p058" "2015" "6.16" "14"
"1654" "nraniaayanmpaptv" "nraniaayanmpaptv4004.bodfd@nighthack.in" "bodfd014" "2018" "9.71" "6"
"1655" "nggaa" "nggaa8039.bohm@nighthack.in" "bohm008" "2017" "9.62" "39"
"1656" "hmaneag" "hmaneag1401.ce@nighthack.in" "ce001" "2016" "8.46" "79"
"1657" "undbhsue" "undbhsue2121.csae@nighthack.in" "csae002" "2018" "4.92" "61"
"1658" "auhshbm" "auhshbm2033.csae@nighthack.in" "csae002" "2014" "7.55" "51"
"1659" "raanmmainktaa" "raanmmainktaa2097.csae@nighthack.in" "csae002" "2016" "5.68" "118"
"1660" "aygrtiyua" "aygrtiyua2007.moha@nighthack.in" "moha086" "2014" "5.16" "3"
"1661" "ibhusa" "ibhusa9003.csd@nighthack.in" "csd039" "2014" "8.33" "3"
"1662" "ennarsii" "ennarsii2143.csae@nighthack.in" "csae002" "2017" "5.56" "83"
"1663" "hirkdaya" "hirkdaya2041.csae@nighthack.in" "csae002" "2014" "8.21" "6"
"1664" "yksaah" "yksaah4302.eace@nighthack.in" "eace004" "2015" "4.73" "3"
"1665" "ashfqa" "ashfqa1073.bods@nighthack.in" "bods011" "2014" "9.95" "39"
"1666" "ldlahuba" "ldlahuba2002.ase@nighthack.in" "ase012" "2018" "6.93" "59"
"1667" "nlndaael" "nlndaael1016.ce@nighthack.in" "ce001" "2018" "6.59" "64"
"1668" "suam" "suam1064.ce@nighthack.in" "ce001" "2015" "6.59" "30"
"1669" "jase.mte.k" "jase.mte.k1013.mrait@nighthack.in" "mrait401" "2018" "6.19" "63"
"1670" "oyswam" "oyswam5004.dpidsa@nighthack.in" "dpidsa722" "2015" "6.55" "0"
"1671" "dauahsnsr" "dauahsnsr3004.dpidss@nighthack.in" "dpidss732" "2015" "6.25" "2"
"1672" "iawyasahr" "iawyasahr1067.bods@nighthack.in" "bods011" "2015" "8.09" "85"
"1673" "mrvsihgaaan" "mrvsihgaaan5009.pcmsce@nighthack.in" "pcmsce015" "2018" "6.85" "0"
"1674" "aiykvj." "aiykvj.1005.ae@nighthack.in" "ae021" "2014" "6.19" "15"
"1675" "sahnsahk" "sahnsahk6072.om@nighthack.in" "om049" "2017" "6.28" "2"
"1676" "snaapyoluk" "snaapyoluk1004.ae@nighthack.in" "ae201" "2017" "5.78" "0"
"1677" "lkhlndwaea" "lkhlndwaea4049.fm@nighthack.in" "fm047" "2015" "5.51" "7"
"1678" "osdvihe" "osdvihe2051.csae@nighthack.in" "csae002" "2015" "4.66" "31"
"1679" "rhsnahapt" "rhsnahapt4001.dpimaca@nighthack.in" "dpimaca724" "2016" "7.0" "0"
"1680" ".ha.rhrasts" ".ha.rhrasts8072.bohm@nighthack.in" "bohm008" "2014" "5.1" "181"
"1681" "asahky" "asahky8009.bohm@nighthack.in" "bohm008" "2016" "8.38" "95"
"1682" "isrpneraua" "isrpneraua6001.esde@nighthack.in" "esde215" "2015" "5.16" "2"
"1683" "draweay" "draweay3002.vsd@nighthack.in" "vsd033" "2018" "9.44" "0"
"1684" "tvmsyltlaae" "tvmsyltlaae2137.csae@nighthack.in" "csae002" "2018" "6.03" "15"
"1685" "aeenvj" "aeenvj6001.amt@nighthack.in" "amt026" "2017" "7.52" "5"
"1686" "amyhinada" "amyhinada6003.pd@nighthack.in" "pd006" "2018" "6.1" "2"
"1687" "hsroyamwsee" "hsroyamwsee3309.eaee@nighthack.in" "eaee003" "2016" "6.86" "0"
"1688" "aasykha" "aasykha6007.fm@nighthack.in" "fm047" "2017" "6.62" "9"
"1689" "irndiash" "irndiash1001.ce@nighthack.in" "ce001" "2018" "5.15" "37"
"1690" "dra.arbush" "dra.arbush7005.oams@nighthack.in" "oams067" "2015" "7.23" "5"
"1691" "aangdgrha" "aangdgrha1005.dpieata@nighthack.in" "dpieata720" "2014" "7.49" "1"
"1692" "rnhasaiv" "rnhasaiv4108.eace@nighthack.in" "eace004" "2017" "8.9" "61"
"1693" "medgera" "medgera5051.me@nighthack.in" "me005" "2018" "6.98" "34"
"1694" "redyd" "redyd1004.hm@nighthack.in" "hm111" "2017" "9.57" "0"
"1695" "hrausloalkipk" "hrausloalkipk8093.bohm@nighthack.in" "bohm008" "2015" "5.27" "41"
"1696" "dkrakamai" "dkrakamai4037.hrm@nighthack.in" "hrm048" "2015" "8.44" "13"
"1697" "arkthpsi" "arkthpsi8067.bohm@nighthack.in" "bohm008" "2018" "9.75" "15"
"1698" "hpjseo" "hpjseo1077.bods@nighthack.in" "bods011" "2014" "4.84" "18"
"1699" "ahmras" "ahmras2133.csae@nighthack.in" "csae002" "2016" "8.45" "2"
"1700" "purthsi" "purthsi9051.bop@nighthack.in" "bop009" "2016" "7.11" "71"
"1701" "aukpr" "aukpr9004.assp@nighthack.in" "assp079" "2018" "5.97" "1"
"1702" "itqar" "itqar1042.bods@nighthack.in" "bods011" "2018" "8.19" "44"
"1703" "dhiakarassh" "dhiakarassh3013.vsd@nighthack.in" "vsd033" "2015" "4.51" "4"
"1704" "nahektaer" "nahektaer1011.bods@nighthack.in" "bods011" "2015" "7.95" "4"
"1705" "eetphri" "eetphri9303.bop@nighthack.in" "bop009" "2017" "9.59" "6"
"1706" "shderhear" "shderhear4071.fm@nighthack.in" "fm047" "2015" "5.74" "16"
"1707" "eaehskhitd" "eaehskhitd4015.sbae@nighthack.in" "sbae050" "2015" "6.78" "28"
"1708" "rshame" "rshame4063.fm@nighthack.in" "fm047" "2015" "5.04" "4"
"1709" "simhoaa" "simhoaa4086.eace@nighthack.in" "eace004" "2018" "5.88" "13"
"1710" "idiuiqsd" "idiuiqsd2076.csae@nighthack.in" "csae002" "2016" "8.62" "1"
"1711" "theeshran" "theeshran5069.me@nighthack.in" "me005" "2015" "4.9" "29"
"1712" "dinrva" "dinrva1002.ae@nighthack.in" "ae021" "2016" "6.02" "0"
"1713" "anrkaogsna" "anrkaogsna1034.ce@nighthack.in" "ce001" "2015" "4.65" "77"
"1714" "vaahrs" "vaahrs4086.fm@nighthack.in" "fm047" "2015" "8.34" "4"
"1715" "leehsva" "leehsva2045.csae@nighthack.in" "csae002" "2014" "5.24" "27"
"1716" "hisuarpt" "hisuarpt9050.bop@nighthack.in" "bop009" "2014" "4.78" "116"
"1717" "damemohm" "damemohm2100.csae@nighthack.in" "csae002" "2017" "5.31" "40"
"1718" "yaarkipn" "yaarkipn1041.bods@nighthack.in" "bods011" "2016" "9.07" "56"
"1719" "kkrhati" "kkrhati4064.eace@nighthack.in" "eace004" "2018" "4.69" "15"
"1720" "girhis" "girhis7002.edtm@nighthack.in" "edtm222" "2014" "4.92" "1"
"1721" "rivrjahtpu" "rivrjahtpu5061.me@nighthack.in" "me005" "2017" "7.36" "60"
"1722" "ldanxaree" "ldanxaree2001.apd@nighthack.in" "apd022" "2017" "6.99" "3"
"1723" "daogduraadnmu" "daogduraadnmu8004.amd@nighthack.in" "amd028" "2014" "6.53" "5"
"1724" "repiteh" "repiteh2054.csae@nighthack.in" "csae002" "2015" "7.52" "84"
"1725" "waardik" "waardik2036.csae@nighthack.in" "csae002" "2016" "8.99" "94"
"1726" "aihusr" "aihusr9001.p@nighthack.in" "p059" "2018" "8.83" "39"
"1727" "uahhsishbhs" "uahhsishbhs3053.eaee@nighthack.in" "eaee003" "2016" "7.75" "39"
"1728" "mshiar" "mshiar3001.dpihmacts@nighthack.in" "dpihmacts733" "2017" "7.84" "0"
"1729" "vjikaiyhrsaan" "vjikaiyhrsaan1011.hm@nighthack.in" "hm111" "2016" "7.07" "0"
"1730" "rajkita" "rajkita4019.eace@nighthack.in" "eace004" "2017" "6.56" "228"
"1731" "riaapykn" "riaapykn1004.dpimacs@nighthack.in" "dpimacs731" "2018" "9.37" "0"
"1732" "imhunsha" "imhunsha2050.csae@nighthack.in" "csae002" "2018" "5.14" "27"
"1733" "halik" "halik8015.bohm@nighthack.in" "bohm008" "2017" "6.09" "60"
"1734" "atuylahm" "atuylahm1024.ce@nighthack.in" "ce001" "2017" "8.58" "1"
"1735" "hnatoshs" "hnatoshs1056.ce@nighthack.in" "ce001" "2015" "9.71" "23"
"1736" "aelzbr" "aelzbr8039.bohm@nighthack.in" "bohm008" "2014" "5.92" "1"
"1737" "aohkas" "aohkas5048.me@nighthack.in" "me005" "2015" "7.47" "64"
"1738" "aumpaan" "aumpaan2017.moha@nighthack.in" "moha086" "2015" "7.68" "2"
"1739" "samhu" "samhu5075.me@nighthack.in" "me005" "2017" "9.89" "74"
"1740" "unimoak" "unimoak2102.csae@nighthack.in" "csae002" "2017" "5.01" "90"
"1741" "esdhvaa" "esdhvaa8087.bohm@nighthack.in" "bohm008" "2017" "6.79" "72"
"1742" "naobhs" "naobhs2174.csae@nighthack.in" "csae002" "2017" "9.16" "82"
"1743" "anhstci" "anhstci3033.eaee@nighthack.in" "eaee003" "2017" "8.29" "135"
"1744" "haseerb" "haseerb9008.bop@nighthack.in" "bop009" "2015" "5.41" "318"
"1745" "aluknkir" "aluknkir6016.moha@nighthack.in" "moha086" "2018" "7.34" "2"
"1746" "akinanaprg" "akinanaprg9047.fpat@nighthack.in" "fpat019" "2018" "7.93" "224"
"1747" "dhnuhas" "dhnuhas4028.eace@nighthack.in" "eace004" "2018" "9.99" "38"
"1748" "djavah" "djavah1327.ce@nighthack.in" "ce001" "2015" "9.53" "22"
"1749" "taenidiv" "taenidiv2024.ase@nighthack.in" "ase012" "2018" "6.69" "2"
"1750" "ahvripat" "ahvripat4016.bodfd@nighthack.in" "bodfd014" "2017" "5.39" "73"
"1751" "dnhuhas" "dnhuhas1016.bods@nighthack.in" "bods011" "2018" "9.35" "49"
"1752" "daahrs" "daahrs2048.csae@nighthack.in" "csae002" "2017" "5.78" "418"
"1753" "iprvhut" "iprvhut0024.dop@nighthack.in" "dop010" "2014" "6.16" "90"
"1754" "aejnesv" "aejnesv6032.pd@nighthack.in" "pd006" "2016" "7.36" "73"
"1755" "shhleaki" "shhleaki5006.me@nighthack.in" "me005" "2018" "8.77" "43"
"1756" "amyanna" "amyanna4047.eace@nighthack.in" "eace004" "2018" "8.93" "11"
"1757" "oslkhe" "oslkhe1009.ae@nighthack.in" "ae021" "2015" "9.54" "29"
"1758" "rnaju" "rnaju2031.csae@nighthack.in" "csae002" "2017" "6.15" "21"
"1759" "naarihhrsikn" "naarihhrsikn6014.pd@nighthack.in" "pd006" "2015" "8.26" "25"
"1760" "nhradac" "nhradac5092.me@nighthack.in" "me005" "2017" "9.97" "109"
"1761" "nyaiakpr" "nyaiakpr6017.moha@nighthack.in" "moha086" "2018" "6.2" "1"
"1762" "ijhtaibh" "ijhtaibh1015.hm@nighthack.in" "hm111" "2016" "6.59" "0"
"1763" "drnshaa" "drnshaa2020.csae@nighthack.in" "csae002" "2016" "6.73" "74"
"1764" "spnnaaar" "spnnaaar0012.dop@nighthack.in" "dop010" "2016" "5.17" "28"
"1765" "auhdram" "auhdram0008.ceam@nighthack.in" "ceam040" "2017" "9.53" "0"
"1766" "ksvhmauir" "ksvhmauir1031.ce@nighthack.in" "ce001" "2016" "5.07" "19"
"1767" "irtirpunane" "irtirpunane3002.apd@nighthack.in" "apd023" "2017" "4.88" "0"
"1768" "abiheskh" "abiheskh1002.ce@nighthack.in" "ce001" "2018" "9.26" "29"
"1769" "avpna" "avpna4048.hrm@nighthack.in" "hrm048" "2015" "6.04" "11"
"1770" "avabjasar" "avabjasar5013.me@nighthack.in" "me005" "2016" "5.51" "320"
"1771" "diaakyurn" "diaakyurn1056.bods@nighthack.in" "bods011" "2017" "8.22" "75"
"1772" "nahaksrtah" "nahaksrtah9037.fpat@nighthack.in" "fpat019" "2018" "6.58" "80"
"1773" "hsedihn" "hsedihn4036.eace@nighthack.in" "eace004" "2017" "5.41" "117"
"1774" "saksanhh" "saksanhh5076.me@nighthack.in" "me005" "2017" "6.65" "73"
"1775" "tdehepi" "tdehepi0003.dpieata@nighthack.in" "dpieata720" "2017" "6.64" "0"
"1776" "sakynau" "sakynau9010.p@nighthack.in" "p059" "2014" "6.92" "2"
"1777" "raichat" "raichat2001.pp@nighthack.in" "pp062" "2015" "5.79" "6"
"1778" "oektrga" "oektrga5065.me@nighthack.in" "me005" "2015" "9.3" "83"
"1779" "ahasafr" "ahasafr6012.pd@nighthack.in" "pd006" "2014" "9.04" "50"
"1780" "iailden" "iailden4313.eace@nighthack.in" "eace004" "2015" "4.7" "48"
"1781" "banlgoin" "banlgoin1037.ce@nighthack.in" "ce001" "2017" "9.39" "90"
"1782" "ahtshaim" "ahtshaim2001.dpidss@nighthack.in" "dpidss732" "2016" "9.38" "0"
"1783" "asshknha" "asshknha1062.bods@nighthack.in" "bods011" "2015" "9.92" "3"
"1784" "momdeham" "momdeham6039.aaf@nighthack.in" "aaf016" "2018" "5.12" "33"
"1785" "kyiavjurama" "kyiavjurama5091.me@nighthack.in" "me005" "2017" "9.49" "63"
"1786" "iuvhsn" "iuvhsn1066.bods@nighthack.in" "bods011" "2015" "5.13" "92"
"1787" "sajtiirkahh" "sajtiirkahh6025.pd@nighthack.in" "pd006" "2017" "7.29" "14"
"1788" "rjnnaina" "rjnnaina4044.mm@nighthack.in" "mm046" "2015" "5.27" "25"
"1789" "irndail" "irndail9042.bop@nighthack.in" "bop009" "2018" "8.19" "6"
"1790" "ajdvii" "ajdvii6007.csan@nighthack.in" "csan036" "2014" "7.06" "3"
"1791" "ulsni" "ulsni1035.ce@nighthack.in" "ce001" "2016" "6.9" "372"
"1792" "khviahsrrea" "khviahsrrea9066.bop@nighthack.in" "bop009" "2017" "8.19" "10"
"1793" "marehwpras" "marehwpras2304.csae@nighthack.in" "csae002" "2017" "6.89" "34"
"1794" "ritvphi" "ritvphi8081.bohm@nighthack.in" "bohm008" "2016" "5.34" "133"
"1795" "njitih" "njitih6011.pd@nighthack.in" "pd006" "2015" "8.16" "103"
"1796" "gnhsmyaah" "gnhsmyaah0004.dpieata@nighthack.in" "dpieata720" "2018" "7.73" "0"
"1797" "aoeaanshsgpl" "aoeaanshsgpl5024.me@nighthack.in" "me005" "2014" "5.73" "62"
"1798" "hdahbiraa" "hdahbiraa2146.csae@nighthack.in" "csae002" "2018" "7.34" "42"
"1799" "tsurdrh.ih" "tsurdrh.ih6002.p@nighthack.in" "p066" "2015" "4.98" "5"
"1800" "uagnnajr" "uagnnajr8004.amd@nighthack.in" "amd028" "2016" "8.25" "22"
"1801" "anomj" "anomj7098.om@nighthack.in" "om049" "2018" "7.88" "0"
"1802" "aarwthmsiha" "aarwthmsiha6013.pd@nighthack.in" "pd006" "2014" "6.27" "25"
"1803" "anomh" "anomh2020.ase@nighthack.in" "ase012" "2018" "9.13" "30"
"1804" "ramya" "ramya2141.csae@nighthack.in" "csae002" "2017" "8.85" "43"
"1805" "nedaimdaneyrchrag" "nedaimdaneyrchrag4031.eace@nighthack.in" "eace004" "2017" "8.78" "151"
"1806" "apahakrbr" "apahakrbr7032.hrm@nighthack.in" "hrm048" "2018" "7.4" "0"
"1807" "vaanp" "vaanp2011.moha@nighthack.in" "moha086" "2015" "5.91" "1"
"1808" "tjarah" "tjarah1017.ce@nighthack.in" "ce001" "2014" "6.14" "163"
"1809" "aayzw" "aayzw0003.dop@nighthack.in" "dop010" "2015" "5.89" "20"
"1810" "kasnrhi" "kasnrhi7037.om@nighthack.in" "om049" "2018" "9.17" "0"
"1811" "ilhnki" "ilhnki3012.ae@nighthack.in" "ae013" "2017" "9.55" "123"
"1812" "d.anbrgida" "d.anbrgida2001.papd@nighthack.in" "papd072" "2015" "5.43" "8"
"1813" "kolanrkea" "kolanrkea9011.csd@nighthack.in" "csd039" "2014" "5.63" "17"
"1814" "itnawansvha" "itnawansvha6040.pd@nighthack.in" "pd006" "2016" "5.04" "63"
"1815" "amaans" "amaans3006.ic@nighthack.in" "ic083" "2016" "7.4" "14"
"1816" "nesahhivsiml" "nesahhivsiml4005.mm@nighthack.in" "mm046" "2014" "8.48" "6"
"1817" "viekad" "viekad7076.fm@nighthack.in" "fm047" "2018" "6.16" "3"
"1818" "ahparjssnikuh" "ahparjssnikuh9013.bop@nighthack.in" "bop009" "2017" "8.14" "59"
"1819" "inkra" "inkra5038.me@nighthack.in" "me005" "2014" "9.3" "323"
"1820" "iahssacayb" "iahssacayb8030.b@nighthack.in" "b018" "2018" "6.35" "72"
"1821" "osarhn" "osarhn7042.ba@nighthack.in" "ba017" "2018" "9.51" "113"
"1822" "dsienh" "dsienh2066.csae@nighthack.in" "csae002" "2017" "6.51" "0"
"1823" "kihaal" "kihaal9002.csd@nighthack.in" "csd039" "2015" "6.95" "1"
"1824" "maionc" "maionc9006.dpieats@nighthack.in" "dpieats729" "2017" "9.6" "0"
"1825" "anajnmu" "anajnmu0001.dpieata@nighthack.in" "dpieata700" "2017" "5.33" "4"
"1826" "pshoroit" "pshoroit2038.csae@nighthack.in" "csae002" "2014" "6.81" "74"
"1827" "sahthosn" "sahthosn9059.bop@nighthack.in" "bop009" "2017" "9.32" "9"
"1828" "m.aitahhrc" "m.aitahhrc1004.mrait@nighthack.in" "mrait401" "2018" "6.2" "0"
"1829" "rnsuughlaiangt" "rnsuughlaiangt4023.fm@nighthack.in" "fm047" "2014" "5.4" "2"
"1830" "iaynypap" "iaynypap9002.dpieats@nighthack.in" "dpieats729" "2015" "6.92" "0"
"1831" "ahaapllcar" "ahaapllcar2045.ase@nighthack.in" "ase012" "2017" "6.11" "240"
"1832" "ahtptnalaia" "ahtptnalaia2119.csae@nighthack.in" "csae002" "2016" "7.0" "21"
"1833" "avmareeh" "avmareeh4034.eace@nighthack.in" "eace004" "2016" "7.18" "26"
"1834" "instheam" "instheam3016.vsd@nighthack.in" "vsd033" "2015" "8.42" "15"
"1835" "opciwasarn" "opciwasarn8102.bohm@nighthack.in" "bohm008" "2017" "7.68" "44"
"1836" "sarpuaj" "sarpuaj2114.csae@nighthack.in" "csae002" "2017" "8.27" "169"
"1837" "imaham" "imaham9022.bop@nighthack.in" "bop009" "2016" "7.61" "42"
"1838" "slavhi" "slavhi6029.aaf@nighthack.in" "aaf016" "2018" "8.33" "0"
"1839" "harsma" "harsma8018.bohm@nighthack.in" "bohm008" "2014" "7.97" "8"
"1840" "baulaldeem" "baulaldeem5042.me@nighthack.in" "me005" "2015" "4.82" "43"
"1841" "msauan" "msauan3013.ic@nighthack.in" "ic083" "2017" "6.55" "0"
"1842" "ynairapk" "ynairapk9035.bop@nighthack.in" "bop009" "2014" "6.75" "98"
"1843" "uarmil" "uarmil1007.aat@nighthack.in" "aat051" "2018" "7.72" "5"
"1844" "hunivs" "hunivs8096.bohm@nighthack.in" "bohm008" "2018" "8.88" "0"
"1845" "nghemaa" "nghemaa4312.eace@nighthack.in" "eace004" "2016" "5.71" "0"
"1846" "anmjo" "anmjo4058.eace@nighthack.in" "eace004" "2018" "5.69" "9"
"1847" ".shjtusir" ".shjtusir8099.bohm@nighthack.in" "bohm008" "2015" "5.8" "187"
"1848" "inaath" "inaath0003.dop@nighthack.in" "dop010" "2014" "8.82" "16"
"1849" "ayavk" "ayavk1017.ce@nighthack.in" "ce001" "2017" "8.95" "0"
"1850" "tsiahhir" "tsiahhir1310.ce@nighthack.in" "ce001" "2016" "4.62" "13"
"1851" "ruiyam" "ruiyam9036.bop@nighthack.in" "bop009" "2018" "9.24" "46"
"1852" "daidroumgu" "daidroumgu3016.vsd@nighthack.in" "vsd033" "2014" "8.56" "20"
"1853" "aihmsr" "aihmsr3029.eaee@nighthack.in" "eaee003" "2016" "5.86" "79"
"1854" "hananagjnta" "hananagjnta1005.dpimacs@nighthack.in" "dpimacs731" "2014" "5.1" "1"
"1855" "marsviuhak" "marsviuhak9011.dpieats@nighthack.in" "dpieats729" "2016" "7.88" "0"
"1856" "okasin" "okasin4314.eace@nighthack.in" "eace004" "2016" "4.99" "0"
"1857" "yegho.ks" "yegho.ks1015.ae@nighthack.in" "ae021" "2014" "6.71" "1"
"1858" "bbajrau" "bbajrau6015.pd@nighthack.in" "pd006" "2015" "8.05" "1"
"1859" "umahrkp" "umahrkp2214.csae@nighthack.in" "csae002" "2017" "9.4" "184"
"1860" "noayauso" "noayauso6002.am@nighthack.in" "am076" "2014" "6.62" "13"
"1861" "raashk" "raashk4070.fm@nighthack.in" "fm047" "2015" "7.95" "11"
"1862" "lnitorag" "lnitorag5305.me@nighthack.in" "me005" "2015" "7.41" "153"
"1863" "hraasmprau" "hraasmprau5021.me@nighthack.in" "me005" "2015" "8.12" "42"
"1864" "paiarynk" "paiarynk7042.fm@nighthack.in" "fm047" "2018" "6.1" "0"
"1865" "mraya" "mraya6060.fm@nighthack.in" "fm047" "2017" "5.53" "3"
"1866" "merephta" "merephta2304.ase@nighthack.in" "ase012" "2017" "4.51" "37"
"1867" "jnejsa" "jnejsa7001.vsd@nighthack.in" "vsd217" "2018" "9.84" "3"
"1868" "nhae" "nhae8066.bohm@nighthack.in" "bohm008" "2017" "9.64" "49"
"1869" ".aahgrnvdo" ".aahgrnvdo4024.om@nighthack.in" "om049" "2015" "6.8" "18"
"1870" "eswyet" "eswyet2018.ase@nighthack.in" "ase012" "2017" "8.2" "68"
"1871" "aiawarhys" "aiawarhys8011.bohm@nighthack.in" "bohm008" "2017" "7.26" "35"
"1872" "katkhir" "katkhir3012.eaee@nighthack.in" "eaee003" "2015" "9.76" "16"
"1873" "aredea" "aredea9061.bop@nighthack.in" "bop009" "2016" "10.0" "0"
"1874" "aygshivahba" "aygshivahba3047.eaee@nighthack.in" "eaee003" "2015" "8.79" "101"
"1875" "meaagnh" "meaagnh3016.csae@nighthack.in" "csae002" "2014" "7.76" "46"
"1876" "hihpuancaallni" "hihpuancaallni2152.csae@nighthack.in" "csae002" "2018" "6.57" "33"
"1877" "hwsati" "hwsati5013.pcmsce@nighthack.in" "pcmsce015" "2018" "9.0" "0"
"1878" "banrsaakavi" "banrsaakavi4001.emd@nighthack.in" "emd034" "2017" "6.63" "4"
"1879" "iilhkt" "iilhkt8102.bohm@nighthack.in" "bohm008" "2018" "6.06" "0"
"1880" "ashyrse" "ashyrse8081.bohm@nighthack.in" "bohm008" "2018" "6.22" "33"
"1881" "veheds" "veheds2060.csae@nighthack.in" "csae002" "2017" "6.2" "103"
"1882" "avisk" "avisk7002.vsd@nighthack.in" "vsd217" "2018" "7.98" "26"
"1883" "hagtuam" "hagtuam5008.me@nighthack.in" "me005" "2017" "6.0" "78"
"1884" "htuasv" "htuasv1057.bods@nighthack.in" "bods011" "2017" "7.22" "5"
"1885" "eahgm" "eahgm9020.bop@nighthack.in" "bop009" "2017" "4.68" "93"
"1886" "aislmual" "aislmual4020.eace@nighthack.in" "eace004" "2016" "5.59" "51"
"1887" "rasunav" "rasunav2317.csae@nighthack.in" "csae002" "2015" "5.05" "5"
"1888" "rismah" "rismah1069.bods@nighthack.in" "bods011" "2014" "6.21" "17"
"1889" "kuarm" "kuarm2137.csae@nighthack.in" "csae002" "2017" "8.33" "14"
"1890" "vkysah" "vkysah4135.eace@nighthack.in" "eace004" "2017" "5.78" "113"
"1891" "ayvain" "ayvain7092.hrm@nighthack.in" "hrm048" "2016" "9.25" "0"
"1892" "uhsaoj" "uhsaoj2217.csae@nighthack.in" "csae002" "2017" "8.14" "127"
"1893" "niaypark" "niaypark6003.p@nighthack.in" "p066" "2018" "9.22" "0"
"1894" "nnveae" "nnveae8055.bohm@nighthack.in" "bohm008" "2015" "6.71" "1"
"1895" "lyllaiap" "lyllaiap0001.dop@nighthack.in" "dop010" "2018" "5.09" "4"
"1896" "ikhlin" "ikhlin1022.bods@nighthack.in" "bods011" "2014" "6.06" "39"
"1897" "takein" "takein5003.me@nighthack.in" "me005" "2017" "5.6" "140"
"1898" "lbaihsah" "lbaihsah1001.pqa@nighthack.in" "pqa061" "2014" "5.19" "17"
"1899" "ksaah" "ksaah3003.eaee@nighthack.in" "eaee003" "2017" "7.57" "18"
"1900" "lrwlaidi" "lrwlaidi8080.bohm@nighthack.in" "bohm008" "2015" "8.33" "133"
"1901" "itaank" "itaank0001.rtes@nighthack.in" "rtes210" "2016" "5.08" "2"
"1902" "hcnthian" "hcnthian7056.ba@nighthack.in" "ba017" "2018" "7.49" "119"
